token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
38446,INF277K011O1,Growth,Tata Small Cap Fund - Direct (G),Direct,TASCFGZ-GR,48.2402,-0.07,-0.14,5000.00,,4th November 2024
38447,INF277K013O7,Dividend - Payout,Tata Small Cap Fund - Direct (IDCW),Direct,TASCDPZ-DP,48.2402,-0.07,-0.14,5000.00,,4th November 2024
38506,INF109KC1ND7,Dividend - Reinvest,ICICI Pru Ultra Short Term Fund (IDCW-D),Regular,IC3215-DR,10.0811,0.00,0.01,5000.00,DAILY,4th November 2024
38507,INF109KC1NE5,Dividend - Reinvest,ICICI Pru Ultra Short Term Fund (IDCW-W),Regular,IC3216-DR,10.0819,0.01,0.12,5000.00,WEEKLY,4th November 2024
38507,INF109KC1NF2,Dividend - Payout,ICICI Pru Ultra Short Term Fund (IDCW-W),Regular,IC3216-DP,10.0819,0.01,0.12,5000.00,WEEKLY,4th November 2024
38507,INF109KC1NF2,Dividend - Payout,ICICI Pru Ultra Short Term Fund (IDCW-W),Regular,IC3216P-DP,10.0819,0.01,0.12,5000.00,WEEKLY,4th November 2024
38509,INF109KC1MY5,Dividend - Reinvest,ICICI Pru Ultra Short Term Fund - Direct (IDCW-D),Direct,IC9417-DR,10.0149,0.00,0.05,5000.00,DAILY,4th November 2024
38510,INF109KC1MZ2,Dividend - Reinvest,ICICI Pru Ultra Short Term Fund - Direct (IDCW-W),Direct,IC9418-DR,10.0986,0.01,0.09,5000.00,WEEKLY,4th November 2024
38510,INF109KC1NA3,Dividend - Payout,ICICI Pru Ultra Short Term Fund - Direct (IDCW-W),Direct,IC9418-DP,10.0986,0.01,0.09,5000.00,WEEKLY,4th November 2024
38510,INF109KC1NA3,Dividend - Payout,ICICI Pru Ultra Short Term Fund - Direct (IDCW-W),Direct,IC9418P-DP,10.0986,0.01,0.09,5000.00,WEEKLY,4th November 2024
38512,INF789F1ACO4,Growth,UTI-Floater Fund - Regular (G),Regular,UTFNGP-GR,1425.2355,0.80,0.06,500.00,,4th November 2024
38513,INF789F1ACP1,Dividend - Payout,UTI-Floater Fund - Regular (IDCW-Q),Regular,UTFNQD-DP,1204.8744,0.67,0.06,20000.00,QUARTERLY,4th November 2024
38513,INF789F1ACQ9,Dividend - Reinvest,UTI-Floater Fund - Regular (IDCW-Q),Regular,UTFNQD-DR,1204.8744,0.67,0.06,20000.00,QUARTERLY,4th November 2024
38514,INF789F1ACT3,Dividend - Payout,UTI-Floater Fund - Regular (IDCW-H),Regular,UTFNHD-DP,1258.7009,0.70,0.06,20000.00,HALF YEARLY,4th November 2024
38514,INF789F1ACU1,Dividend - Reinvest,UTI-Floater Fund - Regular (IDCW-H),Regular,UTFNHD-DR,1258.7009,0.70,0.06,20000.00,HALF YEARLY,4th November 2024
38515,INF789F1ACR7,Dividend - Payout,UTI-Floater Fund - Regular (IDCW-A),Regular,UTFNAD-DP,1353.5334,0.75,0.06,20000.00,ANNUAL,4th November 2024
38515,INF789F1ACS5,Dividend - Reinvest,UTI-Floater Fund - Regular (IDCW-A),Regular,UTFNAD-DR,1353.5334,0.75,0.06,20000.00,ANNUAL,4th November 2024
38516,INF789F1ACV9,Dividend - Payout,UTI-Floater Fund - Regular (Flexi),Regular,UTFNFD-DP,1302.9173,0.73,0.06,20000.00,,4th November 2024
38516,INF789F1ACW7,Dividend - Reinvest,UTI-Floater Fund - Regular (Flexi),Regular,UTFNFD-DR,1302.9173,0.73,0.06,20000.00,,4th November 2024
38517,INF789F1ACX5,Growth,UTI-Floater Fund - Direct (G),Direct,UTFNG1-GR,1487.3251,0.90,0.06,500.00,,4th November 2024
38518,INF789F1ACY3,Dividend - Payout,UTI-Floater Fund - Direct (IDCW-Q),Direct,UTFNQ1-DP,1316.8175,0.79,0.06,20000.00,QUARTERLY,4th November 2024
38518,INF789F1ACZ0,Dividend - Reinvest,UTI-Floater Fund - Direct (IDCW-Q),Direct,UTFNQ1-DR,1316.8175,0.79,0.06,20000.00,QUARTERLY,4th November 2024
38519,INF789F1ADC7,Dividend - Payout,UTI-Floater Fund - Direct (IDCW-H),Direct,UTFNH1-DP,1355.6993,0.81,0.06,20000.00,HALF YEARLY,4th November 2024
38519,INF789F1ADD5,Dividend - Reinvest,UTI-Floater Fund - Direct (IDCW-H),Direct,UTFNH1-DR,1355.6993,0.81,0.06,20000.00,HALF YEARLY,4th November 2024
38520,INF789F1ADA1,Dividend - Payout,UTI-Floater Fund - Direct (IDCW-A),Direct,UTFNA1-DP,1361.526,0.82,0.06,20000.00,ANNUAL,4th November 2024
38520,INF789F1ADB9,Dividend - Reinvest,UTI-Floater Fund - Direct (IDCW-A),Direct,UTFNA1-DR,1361.526,0.82,0.06,20000.00,ANNUAL,4th November 2024
38521,INF789F1ADE3,Dividend - Payout,UTI-Floater Fund - Direct (Flexi),Direct,UTFNF1-DP,1401.1722,0.84,0.06,20000.00,,4th November 2024
38521,INF789F1ADF0,Dividend - Reinvest,UTI-Floater Fund - Direct (Flexi),Direct,UTFNF1-DR,1401.1722,0.84,0.06,20000.00,,4th November 2024
38601,INF277K01Z02,Dividend - Payout,Tata Banking & Financial Services Fund (IDCW) RI,Regular,TABSD-DP,35.9325,-0.36,-0.99,5000.00,,4th November 2024
38601,INF277K01Z02,Dividend - Reinvest,Tata Banking & Financial Services Fund (IDCW) RI,Regular,TABSD-DR,35.9325,-0.36,-0.99,5000.00,,4th November 2024
38602,INF277K01Z36,Dividend - Payout,Tata Banking & Financial Services Fund-Dir(IDCW)RI,Direct,TABSDZ-DP,45.0454,-0.44,-0.98,5000.00,,4th November 2024
38602,INF277K01Z36,Dividend - Reinvest,Tata Banking & Financial Services Fund-Dir(IDCW)RI,Direct,TABSDZ-DR,45.0454,-0.44,-0.98,5000.00,,4th November 2024
38603,INF277K01Z69,Dividend - Payout,Tata Digital India Fund (IDCW) RI,Regular,TADIFD-DP,50.6724,0.16,0.32,5000.00,,4th November 2024
38603,INF277K01Z69,Dividend - Reinvest,Tata Digital India Fund (IDCW) RI,Regular,TADIFD-DR,50.6724,0.16,0.32,5000.00,,4th November 2024
38604,INF277K01Z93,Dividend - Payout,Tata Digital India Fund - Direct (IDCW) RI,Direct,TADIFDZ-DP,58.5215,0.20,0.35,5000.00,,4th November 2024
38604,INF277K01Z93,Dividend - Reinvest,Tata Digital India Fund - Direct (IDCW) RI,Direct,TADIFDZ-DR,58.5215,0.20,0.35,5000.00,,4th November 2024
38605,INF277K012A8,Dividend - Payout,Tata India Consumer Fund (IDCW) RI,Regular,TAICFD-DP,41.2466,-0.06,-0.15,5000.00,,4th November 2024
38605,INF277K012A8,Dividend - Reinvest,Tata India Consumer Fund (IDCW) RI,Regular,TAICFD-DR,41.2466,-0.06,-0.15,5000.00,,4th November 2024
38606,INF277K015A1,Dividend - Payout,Tata India Consumer Fund - Direct (IDCW) RI,Direct,TAICFDZ-DP,51.0171,-0.07,-0.14,5000.00,,4th November 2024
38606,INF277K015A1,Dividend - Reinvest,Tata India Consumer Fund - Direct (IDCW) RI,Direct,TAICFDZ-DR,51.0171,-0.07,-0.14,5000.00,,4th November 2024
38607,INF277K018A5,Dividend - Payout,Tata India Pharma & Healthcare Fund (IDCW) RI,Regular,TAIPHD-DP,30.6891,-0.02,-0.07,5000.00,,4th November 2024
38607,INF277K018A5,Dividend - Reinvest,Tata India Pharma & Healthcare Fund (IDCW) RI,Regular,TAIPHD-DR,30.6891,-0.02,-0.07,5000.00,,4th November 2024
38608,INF277K011B8,Dividend - Payout,Tata India Pharma & Healthcare Fund-Direct(IDCW)RI,Direct,TAIPHDZ-DP,35.3137,-0.02,-0.05,5000.00,,4th November 2024
38608,INF277K011B8,Dividend - Reinvest,Tata India Pharma & Healthcare Fund-Direct(IDCW)RI,Direct,TAIPHDZ-DR,35.3137,-0.02,-0.05,5000.00,,4th November 2024
38609,INF277K014B2,Dividend - Payout,Tata Resources & Energy Fund (IDCW) RI,Regular,TAREFD-DP,39.8844,-0.45,-1.10,5000.00,,4th November 2024
38609,INF277K014B2,Dividend - Reinvest,Tata Resources & Energy Fund (IDCW) RI,Regular,TAREFD-DR,39.8844,-0.45,-1.10,5000.00,,4th November 2024
38610,INF277K017B5,Dividend - Payout,Tata Resources & Energy Fund - Direct (IDCW) RI,Direct,TAREFDZ-DP,50.586,-0.55,-1.08,5000.00,,4th November 2024
38610,INF277K017B5,Dividend - Reinvest,Tata Resources & Energy Fund - Direct (IDCW) RI,Direct,TAREFDZ-DR,50.586,-0.55,-1.08,5000.00,,4th November 2024
38624,INF955L01HC4,Growth,Baroda BNP Paribas Balanced Advantage Fund-Reg (G),Regular,BPDEGP-GR,23.1397,-0.07,-0.30,5000.00,,4th November 2024
38625,INF955L01HD2,Dividend - Payout,Baroda BNP Paribas Balanced Advantage Fund-Reg (ID,Regular,BPDEDP-DP,16.8531,-0.05,-0.28,5000.00,,4th November 2024
38625,INF955L01HE0,Dividend - Reinvest,Baroda BNP Paribas Balanced Advantage Fund-Reg (ID,Regular,BPDEDP-DR,16.8531,-0.05,-0.28,5000.00,,4th November 2024
38627,INF955L01HF7,Growth,Baroda BNP Paribas Balanced Advantage Fund-Dir (G),Direct,BPDED2-GR,25.0824,-0.07,-0.27,5000.00,,4th November 2024
38628,INF955L01HG5,Dividend - Payout,Baroda BNP Paribas Balanced Advantage Fund-Dir (ID,Direct,BPDED1-DP,18.3129,-0.05,-0.26,5000.00,,4th November 2024
38628,INF955L01HH3,Dividend - Reinvest,Baroda BNP Paribas Balanced Advantage Fund-Dir (ID,Direct,BPDED1-DR,18.3129,-0.05,-0.26,5000.00,,4th November 2024
38660,INF209KB1ZC3,Growth,Aditya Birla SL Overnight Fund - Reg (G),Regular,BS157G-GR,1336.4977,0.22,0.02,500.00,,4th November 2024
38661,INF209KB1ZD1,Dividend - Reinvest,Aditya Birla SL Overnight Fund - Reg (IDCW-D)RI,Regular,BS157DD-DR,1000.02,0.00,0.00,500.00,DAILY,4th November 2024
38662,INF209KB1ZE9,Dividend - Reinvest,Aditya Birla SL Overnight Fund - Reg (IDCW-W)RI,Regular,BS157WD-DR,1000.02,-1.53,-0.15,500.00,WEEKLY,4th November 2024
38663,INF209KB1ZF6,Dividend - Reinvest,Aditya Birla SL Overnight Fund - Reg (IDCW-M),Regular,BS157ME-DR,1001.7194,0.17,0.02,500.00,MONTHLY,4th November 2024
38663,INF209KB1ZG4,Dividend - Payout,Aditya Birla SL Overnight Fund - Reg (IDCW-M),Regular,BS157MD-DP,1001.7194,0.17,0.02,500.00,MONTHLY,4th November 2024
38663,INF209KB1ZG4,Dividend - Reinvest,Aditya Birla SL Overnight Fund - Reg (IDCW-M),Regular,BS157MD-DR,1001.7194,0.17,0.02,500.00,MONTHLY,4th November 2024
38664,INF209KB1ZH2,Growth,Aditya Birla SL Overnight Fund - Dir (G),Direct,BS157GZ-GR,1345.8606,0.23,0.02,500.00,,4th November 2024
38665,INF209KB1ZI0,Dividend - Reinvest,Aditya Birla SL Overnight Fund - Dir (IDCW-D)RI,Direct,BS157DZ-DR,1000.02,0.00,0.00,500.00,DAILY,4th November 2024
38666,INF209KB1ZJ8,Dividend - Reinvest,Aditya Birla SL Overnight Fund - Dir (IDCW-W)RI,Direct,BS157WZ-DR,1000.02,-1.56,-0.16,500.00,WEEKLY,4th November 2024
38667,INF209KB1ZK6,Dividend - Reinvest,Aditya Birla SL Overnight Fund - Dir (IDCW-M),Direct,BS157MR-DR,1001.7487,0.17,0.02,500.00,MONTHLY,4th November 2024
38667,INF209KB1ZL4,Dividend - Payout,Aditya Birla SL Overnight Fund - Dir (IDCW-M),Direct,BS157MZ-DP,1001.7487,0.17,0.02,500.00,MONTHLY,4th November 2024
38667,INF209KB1ZL4,Dividend - Reinvest,Aditya Birla SL Overnight Fund - Dir (IDCW-M),Direct,BS157MZ-DR,1001.7487,0.17,0.02,500.00,MONTHLY,4th November 2024
38717,INF740KA1LD8,Growth,DSP Healthcare Fund (G),Regular,DS592-GR,40.737,0.58,1.44,100.00,,31st October 2024
38718,INF740KA1LE6,Dividend - Payout,DSP Healthcare Fund (IDCW),Regular,DS593-DP,27.999,0.40,1.45,100.00,,31st October 2024
38718,INF740KA1LE6,Dividend - Reinvest,DSP Healthcare Fund (IDCW),Regular,DS593-DR,27.999,0.40,1.45,100.00,,31st October 2024
38718,INF740KA1LF3,Dividend - Reinvest,DSP Healthcare Fund (IDCW),Regular,DS594-DR,27.999,0.40,1.45,100.00,,31st October 2024
38719,INF740KA1LG1,Growth,DSP Healthcare Fund - Direct (G),Direct,DS860-GR,44.539,0.63,1.43,100.00,,31st October 2024
38720,INF740KA1LH9,Dividend - Payout,DSP Healthcare Fund - Direct (IDCW),Direct,DS861-DP,30.546,0.44,1.45,100.00,,31st October 2024
38720,INF740KA1LH9,Dividend - Reinvest,DSP Healthcare Fund - Direct (IDCW),Direct,DS861-DR,30.546,0.44,1.45,100.00,,31st October 2024
38720,INF740KA1LI7,Dividend - Reinvest,DSP Healthcare Fund - Direct (IDCW),Direct,DS862-DR,30.546,0.44,1.45,100.00,,31st October 2024
38721,INF582M01EO6,Growth,Union Value Fund (G),Regular,UNVDG-GR,27.7,-0.24,-0.86,1000.00,,4th November 2024
38722,INF582M01EP3,Dividend - Reinvest,Union Value Fund (IDCW),Regular,UNVDR-DR,27.7,-0.24,-0.86,1000.00,,4th November 2024
38722,INF582M01EQ1,Dividend - Payout,Union Value Fund (IDCW),Regular,UNVDP-DP,27.7,-0.24,-0.86,1000.00,,4th November 2024
38723,INF582M01EK4,Growth,Union Value Fund - Direct (G),Direct,UNVDGD-GR,29.15,-0.26,-0.88,1000.00,,4th November 2024
38724,INF582M01EL2,Dividend - Reinvest,Union Value Fund - Direct (IDCW),Direct,UNVDRD-DR,29.15,-0.26,-0.88,1000.00,,4th November 2024
38724,INF582M01EM0,Dividend - Payout,Union Value Fund - Direct (IDCW),Direct,UNVDPD-DP,29.15,-0.26,-0.88,1000.00,,4th November 2024
38731,INF247L01700,Growth,Motilal Oswal Nasdaq 100 FOF - Regular (G),Regular,MON1GP-GR,34.1581,-0.47,-1.36,500.00,,4th November 2024
38732,INF247L01718,Growth,Motilal Oswal Nasdaq 100 FOF - Direct (G),Direct,MON1GD-GR,34.9622,-0.48,-1.35,500.00,,4th November 2024
38749,INF109KC17E3,Growth,ICICI Pru Overnight Fund (G),Regular,IC3491-GR,1333.9911,0.22,0.02,100.00,,4th November 2024
38749,INF109KC1OA1,Growth,ICICI Pru Overnight Fund (G),Regular,IC3223-GR,1333.9911,0.22,0.02,100.00,,4th November 2024
38749,INF109KC1OA1,Growth,ICICI Pru Overnight Fund (G),Regular,IC3223-GR-C,1333.9911,0.22,0.02,100.00,,4th November 2024
38750,INF109KC18E1,Dividend - Reinvest,ICICI Pru Overnight Fund (IDCW-D)RI,Regular,IC3492-DR,1000.005,-0.01,0.00,100.00,DAILY,4th November 2024
38750,INF109KC1OB9,Dividend - Reinvest,ICICI Pru Overnight Fund (IDCW-D)RI,Regular,IC3224-DR,1000.005,-0.01,0.00,100.00,DAILY,4th November 2024
38751,INF109KC11F3,Dividend - Payout,ICICI Pru Overnight Fund (IDCW-W),Regular,IC3493-DP,1001.1874,0.17,0.02,100.00,WEEKLY,4th November 2024
38751,INF109KC11F3,Dividend - Reinvest,ICICI Pru Overnight Fund (IDCW-W),Regular,IC3493-DR,1001.1874,0.17,0.02,100.00,WEEKLY,4th November 2024
38751,INF109KC12F1,Dividend - Payout,ICICI Pru Overnight Fund (IDCW-W),Regular,IC3493P-DP,1001.1874,0.17,0.02,100.00,WEEKLY,4th November 2024
38751,INF109KC1OE3,Dividend - Reinvest,ICICI Pru Overnight Fund (IDCW-W),Regular,IC3225-DR,1001.1874,0.17,0.02,100.00,WEEKLY,4th November 2024
38751,INF109KC1OF0,Dividend - Payout,ICICI Pru Overnight Fund (IDCW-W),Regular,IC3225-DP,1001.1874,0.17,0.02,100.00,WEEKLY,4th November 2024
38751,INF109KC1OF0,Dividend - Payout,ICICI Pru Overnight Fund (IDCW-W),Regular,IC3225P-DP,1001.1874,0.17,0.02,100.00,WEEKLY,4th November 2024
38757,INF109KC11G1,Growth,ICICI Pru Overnight Fund - Direct (G),Direct,IC9693-GR,1340.9413,0.22,0.02,100.00,,4th November 2024
38757,INF109KC1OO2,Growth,ICICI Pru Overnight Fund - Direct (G),Direct,IC9425-GR,1340.9413,0.22,0.02,100.00,,4th November 2024
38757,INF109KC1OO2,Growth,ICICI Pru Overnight Fund - Direct (G),Direct,IC9425-GR-C,1340.9413,0.22,0.02,100.00,,4th November 2024
38758,INF109KC12G9,Dividend - Reinvest,ICICI Pru Overnight Fund - Direct (IDCW-D)RI,Direct,IC9694-DR,1000.005,-0.01,0.00,100.00,DAILY,4th November 2024
38758,INF109KC1OP9,Dividend - Reinvest,ICICI Pru Overnight Fund - Direct (IDCW-D)RI,Direct,IC9426-DR,1000.005,-0.01,0.00,100.00,DAILY,4th November 2024
38759,INF109KC15G2,Dividend - Payout,ICICI Pru Overnight Fund - Direct (IDCW-W),Direct,IC9695-DP,1001.1991,0.17,0.02,100.00,WEEKLY,4th November 2024
38759,INF109KC15G2,Dividend - Reinvest,ICICI Pru Overnight Fund - Direct (IDCW-W),Direct,IC9695-DR,1001.1991,0.17,0.02,100.00,WEEKLY,4th November 2024
38759,INF109KC16G0,Dividend - Payout,ICICI Pru Overnight Fund - Direct (IDCW-W),Direct,IC9695P-DP,1001.1991,0.17,0.02,100.00,WEEKLY,4th November 2024
38759,INF109KC1OS3,Dividend - Reinvest,ICICI Pru Overnight Fund - Direct (IDCW-W),Direct,IC9427-DR,1001.1991,0.17,0.02,100.00,WEEKLY,4th November 2024
38759,INF109KC1OT1,Dividend - Payout,ICICI Pru Overnight Fund - Direct (IDCW-W),Direct,IC9427-DP,1001.1991,0.17,0.02,100.00,WEEKLY,4th November 2024
38759,INF109KC1OT1,Dividend - Payout,ICICI Pru Overnight Fund - Direct (IDCW-W),Direct,IC9427P-DP,1001.1991,0.17,0.02,100.00,WEEKLY,4th November 2024
38799,INF277K016O0,Dividend - Payout,Tata Small Cap Fund - Regular (IDCW) RI,Regular,TASCFD-DP,43.3689,-0.07,-0.16,5000.00,,4th November 2024
38799,INF277K016O0,Dividend - Reinvest,Tata Small Cap Fund - Regular (IDCW) RI,Regular,TASCFD-DR,43.3689,-0.07,-0.16,5000.00,,4th November 2024
38800,INF277K012O9,Dividend - Payout,Tata Small Cap Fund - Direct (IDCW) RI,Direct,TASCFDZ-DP,48.2402,-0.07,-0.14,5000.00,,4th November 2024
38800,INF277K012O9,Dividend - Reinvest,Tata Small Cap Fund - Direct (IDCW) RI,Direct,TASCFDZ-DR,48.2402,-0.07,-0.14,5000.00,,4th November 2024
38801,INF666M01ES8,Growth,Groww Dynamic Bond Fund - Regular (G),Regular,INDBGP-GR,1405.7463,1.22,0.09,100.00,,4th November 2024
38802,INF666M01ET6,Dividend - Reinvest,Groww Dynamic Bond Fund - Regular (IDCW-D)RI,Regular,INDBDD-DR,1012.6843,0.87,0.09,100.00,DAILY,4th November 2024
38803,INF666M01EU4,Dividend - Payout,Groww Dynamic Bond Fund - Regular (IDCW-W),Regular,INDBWD-DP,1009.8273,0.57,0.06,100.00,WEEKLY,4th November 2024
38803,INF666M01EV2,Dividend - Reinvest,Groww Dynamic Bond Fund - Regular (IDCW-W),Regular,INDBWD-DR,1009.8273,0.57,0.06,100.00,WEEKLY,4th November 2024
38804,INF666M01EW0,Dividend - Payout,Groww Dynamic Bond Fund - Regular (IDCW-F),Regular,INDBFD-DP,1009.7559,0.88,0.09,100.00,FORTNIGHTLY,4th November 2024
38804,INF666M01EX8,Dividend - Reinvest,Groww Dynamic Bond Fund - Regular (IDCW-F),Regular,INDBFD-DR,1009.7559,0.88,0.09,100.00,FORTNIGHTLY,4th November 2024
38805,INF666M01EY6,Dividend - Payout,Groww Dynamic Bond Fund - Regular (IDCW-M),Regular,INDBMD-DP,1008.1937,0.87,0.09,100.00,MONTHLY,4th November 2024
38805,INF666M01EZ3,Dividend - Reinvest,Groww Dynamic Bond Fund - Regular (IDCW-M),Regular,INDBMD-DR,1008.1937,0.87,0.09,100.00,MONTHLY,4th November 2024
38806,INF666M01EK5,Growth,Groww Dynamic Bond Fund - Direct (G),Direct,INDBG1-GR,1458.4362,1.43,0.10,100.00,,4th November 2024
38807,INF666M01EL3,Dividend - Reinvest,Groww Dynamic Bond Fund - Direct (IDCW-D)RI,Direct,INDBD1-DR,1010.8557,0.74,0.07,100.00,DAILY,4th November 2024
38808,INF666M01EM1,Dividend - Payout,Groww Dynamic Bond Fund - Direct (IDCW-W),Direct,INDBW1-DP,1009.834,0.07,0.01,100.00,WEEKLY,4th November 2024
38808,INF666M01EN9,Dividend - Reinvest,Groww Dynamic Bond Fund - Direct (IDCW-W),Direct,INDBW1-DR,1009.834,0.07,0.01,100.00,WEEKLY,4th November 2024
38809,INF666M01EO7,Dividend - Payout,Groww Dynamic Bond Fund - Direct (IDCW-F),Direct,INDBF1-DP,1015.9734,0.99,0.10,100.00,FORTNIGHTLY,4th November 2024
38809,INF666M01EP4,Dividend - Reinvest,Groww Dynamic Bond Fund - Direct (IDCW-F),Direct,INDBF1-DR,1015.9734,0.99,0.10,100.00,FORTNIGHTLY,4th November 2024
38810,INF666M01EQ2,Dividend - Payout,Groww Dynamic Bond Fund - Direct (IDCW-M),Direct,INDBM1-DP,1009.2866,1.01,0.10,100.00,MONTHLY,4th November 2024
38810,INF666M01ER0,Dividend - Reinvest,Groww Dynamic Bond Fund - Direct (IDCW-M),Direct,INDBM1-DR,1009.2866,1.01,0.10,100.00,MONTHLY,4th November 2024
38823,INF761K01ER3,Growth,Bank of India Small Cap Fund (G),Regular,BASCRG-GR,48.97,-0.30,-0.61,5000.00,,4th November 2024
38824,INF761K01EQ5,Dividend - Payout,Bank of India Small Cap Fund (IDCW),Regular,BASCRD-DP,35.7,-0.22,-0.61,5000.00,,4th November 2024
38824,INF761K01ET9,Dividend - Reinvest,Bank of India Small Cap Fund (IDCW),Regular,BASCRD-DR,35.7,-0.22,-0.61,5000.00,,4th November 2024
38825,INF761K01EP7,Growth,Bank of India Small Cap Fund - Direct (G),Direct,BASCDG-GR,54.06,-0.32,-0.59,5000.00,,4th November 2024
38826,INF761K01EO0,Dividend - Payout,Bank of India Small Cap Fund - Direct (IDCW),Direct,BASCDD-DP,40.48,-0.24,-0.59,5000.00,,4th November 2024
38826,INF761K01ES1,Dividend - Reinvest,Bank of India Small Cap Fund - Direct (IDCW),Direct,BASCDD-DR,40.48,-0.24,-0.59,5000.00,,4th November 2024
38844,INF666M01FJ4,Growth,Groww Aggressive Hybrid Fund - Regular (G),Regular,INEHGP-GR,20.471,-0.11,-0.53,100.00,,4th November 2024
38845,INF666M01FM8,Dividend - Payout,Groww Aggressive Hybrid Fund - Regular (IDCW-M),Regular,INEHRM-DP,20.4692,-0.11,-0.54,100.00,MONTHLY,4th November 2024
38845,INF666M01FN6,Dividend - Reinvest,Groww Aggressive Hybrid Fund - Regular (IDCW-M),Regular,INEHRM-DR,20.4692,-0.11,-0.54,100.00,MONTHLY,4th November 2024
38846,INF666M01FO4,Dividend - Payout,Groww Aggressive Hybrid Fund - Regular (IDCW-Q),Regular,INEHRQ-DP,21.6979,-0.11,-0.51,100.00,QUARTERLY,4th November 2024
38846,INF666M01FP1,Dividend - Reinvest,Groww Aggressive Hybrid Fund - Regular (IDCW-Q),Regular,INEHRQ-DR,21.6979,-0.11,-0.51,100.00,QUARTERLY,4th November 2024
38847,INF666M01FQ9,Dividend - Payout,Groww Aggressive Hybrid Fund - Regular (IDCW-H),Regular,INEHRH-DP,20.4228,-0.11,-0.52,100.00,HALF YEARLY,4th November 2024
38847,INF666M01FR7,Dividend - Reinvest,Groww Aggressive Hybrid Fund - Regular (IDCW-H),Regular,INEHRH-DR,20.4228,-0.11,-0.52,100.00,HALF YEARLY,4th November 2024
38848,INF666M01FK2,Dividend - Payout,Groww Aggressive Hybrid Fund - Regular (IDCW),Regular,INEHDP-DP,20.468,-0.10,-0.50,100.00,,4th November 2024
38848,INF666M01FL0,Dividend - Reinvest,Groww Aggressive Hybrid Fund - Regular (IDCW),Regular,INEHDP-DR,20.468,-0.10,-0.50,100.00,,4th November 2024
38849,INF666M01FA3,Growth,Groww Aggressive Hybrid Fund - Direct (G),Direct,INEHG1-GR,22.6624,-0.12,-0.52,100.00,,4th November 2024
38850,INF666M01FD7,Dividend - Payout,Groww Aggressive Hybrid Fund - Direct (IDCW-M),Direct,INEHDM-DP,22.449,-0.11,-0.49,100.00,MONTHLY,4th November 2024
38850,INF666M01FE5,Dividend - Reinvest,Groww Aggressive Hybrid Fund - Direct (IDCW-M),Direct,INEHDM-DR,22.449,-0.11,-0.49,100.00,MONTHLY,4th November 2024
38851,INF666M01FF2,Dividend - Payout,Groww Aggressive Hybrid Fund - Direct (IDCW-Q),Direct,INEHDQ-DP,22.2179,-0.11,-0.50,100.00,QUARTERLY,4th November 2024
38851,INF666M01FG0,Dividend - Reinvest,Groww Aggressive Hybrid Fund - Direct (IDCW-Q),Direct,INEHDQ-DR,22.2179,-0.11,-0.50,100.00,QUARTERLY,4th November 2024
38852,INF666M01FH8,Dividend - Payout,Groww Aggressive Hybrid Fund - Direct (IDCW-H),Direct,INEHDH-DP,21.8057,-0.11,-0.52,100.00,HALF YEARLY,4th November 2024
38852,INF666M01FI6,Dividend - Reinvest,Groww Aggressive Hybrid Fund - Direct (IDCW-H),Direct,INEHDH-DR,21.8057,-0.11,-0.52,100.00,HALF YEARLY,4th November 2024
38853,INF666M01FB1,Dividend - Payout,Groww Aggressive Hybrid Fund - Direct (IDCW),Direct,INEHD1-DP,22.4846,-0.12,-0.51,100.00,,4th November 2024
38853,INF666M01FC9,Dividend - Reinvest,Groww Aggressive Hybrid Fund - Direct (IDCW),Direct,INEHD1-DR,22.4846,-0.12,-0.51,100.00,,4th November 2024
38876,INF200KA1WX6,Growth,SBI Nifty 200 Quality 30 ETF,Regular,SB556-GR,225.9057,-1.63,-0.72,5000.00,,4th November 2024
38897,INF769K01EI5,Growth,Mirae Asset Equity Savings Fund (G),Regular,MAESRG-GR,19.136,-0.01,-0.07,5000.00,,4th November 2024
38898,INF769K01EH7,Dividend - Payout,Mirae Asset Equity Savings Fund (IDCW),Regular,MAESRD-DP,13.358,-0.01,-0.09,5000.00,,4th November 2024
38898,INF769K01EL9,Dividend - Reinvest,Mirae Asset Equity Savings Fund (IDCW),Regular,MAESRD-DR,13.358,-0.01,-0.09,5000.00,,4th November 2024
38899,INF769K01EK1,Growth,Mirae Asset Equity Savings Fund - Direct (G),Direct,MAESD1-GR,20.346,-0.01,-0.07,5000.00,,4th November 2024
38900,INF769K01EJ3,Dividend - Payout,Mirae Asset Equity Savings Fund - Direct (IDCW),Direct,MAESD2-DP,14.368,-0.01,-0.08,5000.00,,4th November 2024
